"","Timestamp","y_n","station","wetland"
"1",2017-12-02,0.291414491827809,"KW-1W","QB"
"2",2017-12-03,0.286712013796604,"KW-1W","QB"
"3",2017-12-04,0.284820608034207,"KW-1W","QB"
"4",2017-12-05,0.282122469118279,"KW-1W","QB"
"5",2017-12-06,0.276466933120408,"KW-1W","QB"
"6",2017-12-07,0.289038531985644,"KW-1W","QB"
"7",2017-12-08,0.285756511474423,"KW-1W","QB"
"8",2017-12-09,0.281708519315428,"KW-1W","QB"
"9",2017-12-10,0.279760382624114,"KW-1W","QB"
"10",2017-12-11,0.283448410870668,"KW-1W","QB"
"11",2017-12-12,0.283517365529813,"KW-1W","QB"
"12",2017-12-13,0.286825807242174,"KW-1W","QB"
"13",2017-12-14,0.289579745876946,"KW-1W","QB"
"14",2017-12-15,0.286806146400186,"KW-1W","QB"
"15",2017-12-16,0.279937174896812,"KW-1W","QB"
"16",2017-12-17,0.278770010407356,"KW-1W","QB"
"17",2017-12-18,0.275582598486004,"KW-1W","QB"
"18",2017-12-19,0.273057561887247,"KW-1W","QB"
"19",2017-12-20,0.272256236608624,"KW-1W","QB"
"20",2017-12-21,0.270825570491227,"KW-1W","QB"
"21",2017-12-22,0.266300525534332,"KW-1W","QB"
"22",2017-12-23,0.259689375120005,"KW-1W","QB"
"23",2017-12-24,0.254564205767807,"KW-1W","QB"
"24",2017-12-25,0.259964425732932,"KW-1W","QB"
"25",2017-12-26,0.260821657554933,"KW-1W","QB"
"26",2017-12-27,0.255066956233128,"KW-1W","QB"
"27",2017-12-28,0.251732743623021,"KW-1W","QB"
"28",2017-12-29,0.247210929485282,"KW-1W","QB"
"29",2017-12-30,0.244616278560335,"KW-1W","QB"
"30",2017-12-31,0.242048914181189,"KW-1W","QB"
"31",2018-01-01,0.238082259716701,"KW-1W","QB"
"32",2018-01-02,0.233781138056868,"KW-1W","QB"
"33",2018-01-03,0.229266783456389,"KW-1W","QB"
"34",2018-01-04,0.226497971485122,"KW-1W","QB"
"35",2018-01-05,0.232788621179395,"KW-1W","QB"
"36",2018-01-06,0.227505721278286,"KW-1W","QB"
"37",2018-01-07,0.221253848376026,"KW-1W","QB"
"38",2018-01-08,0.216120597569211,"KW-1W","QB"
"39",2018-01-09,0.214453371847526,"KW-1W","QB"
"40",2018-01-10,0.217209295222689,"KW-1W","QB"
"41",2018-01-11,0.220698690502051,"KW-1W","QB"
"42",2018-01-12,0.241365443770513,"KW-1W","QB"
"43",2018-01-13,0.295823017408423,"KW-1W","QB"
"44",2018-01-14,0.364431338993899,"KW-1W","QB"
"45",2018-01-15,0.368605215066429,"KW-1W","QB"
"46",2018-01-16,0.368301021832083,"KW-1W","QB"
"47",2018-01-17,0.367880098389437,"KW-1W","QB"
"48",2018-01-18,0.368278919173839,"KW-1W","QB"
"49",2018-01-19,0.36800274653962,"KW-1W","QB"
"50",2018-01-20,0.36591068154991,"KW-1W","QB"
"51",2018-01-21,0.364978564683728,"KW-1W","QB"
"52",2018-01-22,0.364085518038111,"KW-1W","QB"
"53",2018-01-23,0.361624246277697,"KW-1W","QB"
"54",2018-01-24,0.366959345488356,"KW-1W","QB"
"55",2018-01-25,0.385221494780954,"KW-1W","QB"
"56",2018-01-26,0.384693701386598,"KW-1W","QB"
"57",2018-01-27,0.384128163372394,"KW-1W","QB"
"58",2018-01-28,0.382627464414998,"KW-1W","QB"
"59",2018-01-29,0.39420794224537,"KW-1W","QB"
"60",2018-01-30,0.430080842078703,"KW-1W","QB"
"61",2018-01-31,0.431052762703704,"KW-1W","QB"
"62",2018-02-01,0.430676977,"KW-1W","QB"
"63",2018-02-02,0.430684412458333,"KW-1W","QB"
"64",2018-02-03,0.435177199638889,"KW-1W","QB"
"65",2018-02-04,0.436413610138889,"KW-1W","QB"
"66",2018-02-05,0.438526342513889,"KW-1W","QB"
"67",2018-02-06,0.474082704263889,"KW-1W","QB"
"68",2018-02-07,0.477902051361111,"KW-1W","QB"
"69",2018-02-08,0.481514267833334,"KW-1W","QB"
"70",2018-02-09,0.507940948958333,"KW-1W","QB"
"71",2018-02-10,0.511150588472222,"KW-1W","QB"
"72",2018-02-11,0.514987639041667,"KW-1W","QB"
"73",2018-02-12,0.613375748125,"KW-1W","QB"
"74",2018-02-13,0.676768695527778,"KW-1W","QB"
"75",2018-02-14,0.680130938972223,"KW-1W","QB"
"76",2018-02-15,0.678100350708333,"KW-1W","QB"
"77",2018-02-16,0.674937448361111,"KW-1W","QB"
"78",2018-02-17,0.674280295472222,"KW-1W","QB"
"79",2018-02-18,0.673845026101852,"KW-1W","QB"
"80",2018-02-19,0.690144258907407,"KW-1W","QB"
"81",2018-02-20,0.690396710421296,"KW-1W","QB"
"82",2018-02-21,0.686425585555556,"KW-1W","QB"
"83",2018-02-22,0.678556392152778,"KW-1W","QB"
"84",2018-02-23,0.672380358833334,"KW-1W","QB"
"85",2018-02-24,0.671715770486112,"KW-1W","QB"
"86",2018-02-25,0.671246982541667,"KW-1W","QB"
"87",2018-02-26,0.675242656222222,"KW-1W","QB"
"88",2018-02-27,0.675470676944445,"KW-1W","QB"
"89",2018-02-28,0.671917117976852,"KW-1W","QB"
"90",2018-03-01,0.669080077541667,"KW-1W","QB"
"91",2018-03-02,0.665268756018519,"KW-1W","QB"
"92",2018-03-03,0.672355455949075,"KW-1W","QB"
"93",2018-03-04,0.670895509606482,"KW-1W","QB"
"94",2018-03-05,0.666937131240741,"KW-1W","QB"
"95",2018-03-06,0.664426422163926,"KW-1W","QB"
"96",2018-03-07,0.663963538023148,"KW-1W","QB"
"97",2018-03-08,0.685560711925926,"KW-1W","QB"
"98",2018-03-09,0.710331764328704,"KW-1W","QB"
"99",2018-03-10,0.706283570347222,"KW-1W","QB"
"100",2018-03-11,0.699260248847223,"KW-1W","QB"
"101",2018-03-12,0.693496883465278,"KW-1W","QB"
"102",2018-03-13,0.687119915736111,"KW-1W","QB"
"103",2018-03-14,0.687787336638889,"KW-1W","QB"
"104",2018-03-15,0.682463548472222,"KW-1W","QB"
"105",2018-03-16,0.679026242305556,"KW-1W","QB"
"106",2018-03-17,0.675488734486111,"KW-1W","QB"
"107",2018-03-18,0.670841809074075,"KW-1W","QB"
"108",2018-03-19,0.666829022037038,"KW-1W","QB"
"109",2018-03-20,0.662820129763889,"KW-1W","QB"
"110",2018-03-21,0.668037697097223,"KW-1W","QB"
"111",2018-03-22,0.696287953884259,"KW-1W","QB"
"112",2018-03-23,0.704010444513889,"KW-1W","QB"
"113",2018-03-24,0.705748453393518,"KW-1W","QB"
"114",2018-03-25,0.701983042875,"KW-1W","QB"
"115",2018-03-26,0.697591873625,"KW-1W","QB"
"116",2018-03-27,0.692494689902778,"KW-1W","QB"
"117",2018-03-28,0.687131954097222,"KW-1W","QB"
"118",2018-03-29,0.6839626785,"KW-1W","QB"
"119",2018-03-30,0.679218147944445,"KW-1W","QB"
"120",2018-03-31,0.674165694995371,"KW-1W","QB"
"121",2018-04-01,0.670723903949074,"KW-1W","QB"
"122",2018-04-02,0.665462550027778,"KW-1W","QB"
"123",2018-04-03,0.664033643773148,"KW-1W","QB"
"124",2018-04-04,0.662167815824074,"KW-1W","QB"
"125",2018-04-05,0.660752364208333,"KW-1W","QB"
"126",2018-04-06,0.657612476375,"KW-1W","QB"
"127",2018-04-07,0.654322463097222,"KW-1W","QB"
"128",2018-04-08,0.65139725937037,"KW-1W","QB"
"129",2018-04-09,0.648064993805555,"KW-1W","QB"
"130",2018-04-10,0.646958939872685,"KW-1W","QB"
"131",2018-04-11,0.6468847033125,"KW-1W","QB"
"132",2018-04-12,0.643124308777778,"KW-1W","QB"
"133",2018-04-13,0.64,"KW-1W","QB"
"134",2018-04-14,0.635125348923611,"KW-1W","QB"
"135",2018-04-15,0.628866286319445,"KW-1W","QB"
"136",2018-04-16,0.625033425571759,"KW-1W","QB"
"137",2018-04-17,0.673334634997685,"KW-1W","QB"
"138",2018-04-18,0.694328946659722,"KW-1W","QB"
"139",2018-04-19,0.688696941041667,"KW-1W","QB"
"140",2018-04-20,0.683760445835648,"KW-1W","QB"
"141",2018-04-21,0.679275566206019,"KW-1W","QB"
"142",2018-04-22,0.6735854341875,"KW-1W","QB"
"143",2018-04-23,0.667399545935186,"KW-1W","QB"
"144",2018-04-24,0.662188233828704,"KW-1W","QB"
"145",2018-04-25,0.657204234305556,"KW-1W","QB"
"146",2018-04-26,0.662659913340278,"KW-1W","QB"
"147",2018-04-27,0.662960493007936,"KW-1W","QB"
"148",2018-04-29,0.664499071163743,"KW-1W","QB"
"149",2018-04-30,0.666627084430556,"KW-1W","QB"
"150",2018-05-01,0.663999712118056,"KW-1W","QB"
"151",2018-05-02,0.659539322291667,"KW-1W","QB"
"152",2018-05-03,0.654022389243056,"KW-1W","QB"
"153",2018-05-04,0.647083336270834,"KW-1W","QB"
"154",2018-05-05,0.640301313097222,"KW-1W","QB"
"155",2018-05-06,0.634208840166667,"KW-1W","QB"
"156",2018-05-07,0.628831233444444,"KW-1W","QB"
"157",2018-05-08,0.626640428756944,"KW-1W","QB"
"158",2018-05-09,0.620493901224537,"KW-1W","QB"
"159",2018-05-10,0.61341687919213,"KW-1W","QB"
